id,title,original_language,popularity,release_date,vote_average,vote_count,tags
420809,Maleficent: Mistress of Evil,en,109.175,2019-10-16,7.3,5113,"family,fantasy,adventure maleficent and her goddaughter aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play."
11101,Stalingrad,de,14.865,1993-01-20,7.3,427,"drama,history,war ""stalingrad"" follows the progress of a german platoon through the brutal fighting of the battle of stalingrad. after having half their number wiped out and after being placed under the command of a sadistic captain, the lieutenant of the platoon leads his men to desert. the men of the platoon attempt to escape from the city which is now surrounded by the soviet army."
4043,Law of Desire,es,7.062,1987-02-07,7.3,206,"comedy,drama,thriller pablo, a successful film director, disappointed in his relationship with his young lover, juan, concentrates in a new project, a monologue starring his transgender sister, tina. antonio, an uptight young man, falls possessively in love with the director and in his passion would stop at nothing to obtain the object of his desire."
433498,Papillon,en,22.319,2017-09-07,7.3,1511,"drama,history,crime henri “papillon” charrière, a safecracker from the parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of french guiana, where he forges a strong friendship with louis dega, a counterfeiter who needs his protection."
265712,Stand by Me Doraemon,ja,59.688,2014-08-08,7.3,370,"animation,family,science fiction,fantasy in the suburbs of tokyo some time ago, there lived a clumsy boy about 10 years old. there appeared in front of him named sewashi, nobita's descendant of four generations later from the 22nd century, and doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. sewashi claims that his family is suffering from the debts nobita made even to his generation, so in order to change this disastrous future, he brought along doraemon as nobita's caretaker to bring happiness to his future, although doraemon is not happy about this. and so sewashi installed an accomplishment program into doraemon forcing him to take care of nobita. unless he makes nobita happy, doraemon can no longer go back to the 22nd century. this is how the life of doraemon and nobita begins. will doraemon succeed this mission and return to the 22nd century?"
36940,The First Beautiful Thing,it,5.816,2010-01-15,7.3,468,"comedy,drama the film tells the story of the michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful anna, the lively, frivolous and sometimes embarrassing mother of bruno and valeria. everything begins in the summer of 1971, at the annual summer beauty pageant held at livorno’s most popular bathing establishment. anna is unexpectedly crowned “most beautiful mother”, unwittingly stirring the violent jealousy of her husband. from then on, chaos strikes the family and for anna, bruno and his sister valeria, it is the start of an adventure that will only end thirty years later."
13188,Scrooge,en,10.478,1951-11-28,7.3,221,"fantasy,drama ebenezer scrooge malcontentedly shuffles through life as a cruel miserly businessman until one fateful christmas eve when he is visited by three spirits, sent show him how his unhappy childhood and maladaptive adult behavior over has let him a selfish, lonely, bitter old man."
10794,The Party,en,15.032,1968-04-04,7.3,586,"comedy hrundi v. bakshi, an accident-prone actor from india, is accidentally put on the guest list for an upcoming party at the home of a hollywood film producer. unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect."
38884,Land and Freedom,en,6.557,1995-04-07,7.3,200,"drama,history,war,romance david carr is a british communist who is unemployed. in 1936, when the spanish civil war begins, he decides to fight for the republican side, a coalition of liberals, communists and anarchists, so he joins the poum militia and witnesses firsthand the betrayal of the spanish revolution by stalin's followers and moscow's orders."
37799,The Social Network,en,21.97,2010-10-01,7.3,10144,"drama the tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation, and perhaps forever."
13199,American Me,en,17.612,1992-03-13,7.3,272,"crime,drama during his 18 years in folsom prison, street-gang leader santana rules over all the drug-and-murder activities behind bars. upon his release, santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. but his old gang buddies force him back into his old habits."
892,Delicatessen,fr,8.186,1991-04-17,7.3,1101,"comedy,science fiction,fantasy in a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. a young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes."
239877,The Mafia Kills Only in Summer,it,7.684,2013-11-28,7.3,1019,"romance,comedy,crime,drama while arturo tries to gain the love of flora, he witnesses the history of sicily from 1969 to 1992, miraculously dodging the crimes of the mafia and supporting as a journalist the heroic struggle of the judges and policemen who fought this infamous organization."
15600,Missing,en,9.734,1982-02-12,7.3,281,"drama,mystery,thriller based on the real-life experiences of ed horman. a conservative american businessman travels to chile to investigate the sudden disappearance of his son after a military takeover. accompanied by his son's wife he uncovers a trail of cover-ups that implicate the us state department which supports the dictatorship."
4816,Ghost Dog: The Way of the Samurai,en,9.012,1999-06-02,7.3,900,"crime,drama an african-american mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob. jarmusch's spiritual gangster film tells the story of an inner-city hit man (whitaker) who lives on a rooftop, training himself as a samurai in the strictest sense. he communicates primarily by carrier pigeon, while remaining loyal to a gangster (tormey) who once saved his life."
2640,Heathers,en,15.197,1989-03-31,7.3,1329,"comedy,crime a girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids."
965,The Magnificent Ambersons,en,6.892,1942-07-10,7.3,310,"drama,romance,history the spoiled young heir to the decaying amberson fortune comes between his widowed mother and the man she has always loved."
483306,Dear Basketball,en,5.118,2017-04-23,7.3,210,"animation an animated telling of kobe bryant's titular poem, signaling his retirement from the sport that made his name."
22803,Law Abiding Citizen,en,172.057,2009-10-15,7.3,4084,"drama,crime,thriller a frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. he targets not only the killer but also the district attorney and others involved in the deal."
104,Run Lola Run,de,12.346,1998-03-03,7.3,1757,"action,drama,thriller lola receives a phone call from her boyfriend manni. he lost 100,000 dm in a subway train that belongs to a very bad guy. she has 20 minutes to raise this amount and meet manni. otherwise, he will rob a store to get the money. three different alternatives may happen depending on some minor event along lola's run."
271674,Suite Française,en,9.289,2015-03-12,7.3,992,"drama,romance,war france, 1940. in the first days of occupation, beautiful lucile angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. parisian refugees start to pour into their small town, soon followed by a regiment of german soldiers who take up residence in the villagers' own homes. lucile initially tries to ignore bruno von falk, the handsome and refined german officer staying with them. but soon, a powerful love draws them together and leads them into the tragedy of war."
19067,The Duellists,en,10.584,1977-08-31,7.3,393,"drama,war in 1800, as napoleon bonaparte rises to power in france, a rivalry erupts between armand and gabriel, two lieutenants in the french army, over a perceived insult. for over a decade, they engage in a series of duels amidst larger conflicts, including the failed french invasion of russia in 1812, and shifts in the political and social systems of europe."
228,The Blue Angel,de,9.198,1930-04-01,7.3,234,"drama prim professor immanuel rath finds some of his students ogling racy photos of cabaret performer lola lola and visits a local club, the blue angel, in an attempt to catch them there. seeing lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. however, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than rath imagined."
498248,Mia and the White Lion,fr,31.965,2018-08-02,7.3,740,"adventure,family,drama a young girl from london moves to africa with her parents where she befriends a lion cub."
54138,Star Trek Into Darkness,en,38.014,2013-05-05,7.3,8081,"action,adventure,science fiction when the crew of the enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  with a personal score to settle, captain kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. as our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family kirk has left: his crew."
11816,On Golden Pond,en,8.395,1981-12-01,7.3,352,"drama for norman and ethel thayer, this summer on golden pond is filled with conflict and resolution. when their daughter chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years."
9589,Christiane F.,de,16.842,1981-04-02,7.3,1066,"drama this movie portrays the drug scene in berlin in the 70s, following tape recordings of christiane f. 14 years old christiane lives with her mother and little sister in a typical multi-storey apartment building in berlin. she's fascinated by the 'sound', a new disco with most modern equipment. although she's legally too young, she asks a friend to take her. there she meets detlef, who's in a clique where everybody's on drugs. step by step she gets drawn deeper into the scene."
2756,The Abyss,en,22.136,1989-08-09,7.3,2268,"adventure,action,thriller,science fiction a civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. one diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it."
425,Ice Age,en,178.581,2002-03-10,7.3,11247,"animation,comedy,family,adventure with the impending ice age almost upon them, a mismatched trio of prehistoric critters – manny the woolly mammoth, diego the saber-toothed tiger and sid the giant sloth – find an orphaned infant and decide to return it to its human parents. along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims."
651881,Bye Bye Morons,fr,8.06,2020-10-21,7.3,624,"comedy,drama when 43-year-old hairdresser suze trappet finds out that she's seriously ill, she decides to go looking for a child she was forced to abandon when she was only 15. on her madcap bureaucratic quest she crosses paths with jb, a 50-year-old man in the middle of a burnout, and mr. blin, a blind archivist prone to overenthusiasm. the unlikely trio set off on a hilarious and poignant helterskelter journey across the city in search of suze's long-lost child."
211387,Marvel One-Shot: Agent Carter,en,33.593,2013-09-03,7.3,569,"action,adventure,science fiction,fantasy the film takes place one year after the events of captain america: the first avenger, in which agent carter, a member of the strategic scientific reserve, is in search of the mysterious zodiac."
42726,A Man and a Woman,fr,6.906,1966-05-27,7.3,203,"drama,romance a man and a woman meet by accident on a sunday evening at their childrens' boarding school. slowly, they reveal themselves to each other, finding that each is a widow."
2841,A Very Long Engagement,fr,9.454,2004-10-26,7.3,971,"drama,romance,war young frenchwoman mathilde searches for the truth about her missing fiancé, lost during world war i, and learns many unexpected things along the way. the love of her life is gone. but she refuses to believe he's gone forever — and she needs to know for sure."
506528,Harriet,en,18.02,2019-11-01,7.3,595,"drama,history the extraordinary tale of harriet tubman's escape from slavery and transformation into one of america's greatest heroes. her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history."
407448,Detroit,en,15.286,2017-07-28,7.3,1402,"crime,drama,thriller,history a police raid in detroit in 1967 results in one of the largest citizens' uprisings in the history of the united states."
57361,The Yellow Sea,ko,9.39,2010-12-22,7.3,363,"drama,thriller,crime a korean man in china takes an assassination job in south korea to make money and find his missing wife. but when the job is botched, he is forced to go on the run from the police and the gangsters who paid him."
15392,Crossroads,en,28.656,1986-03-14,7.3,315,"drama,music,mystery,romance a wanna-be blues guitar virtuoso seeks a long-lost song by legendary musician, robert johnson."
10911,The Guns of Navarone,en,10.766,1961-04-27,7.3,593,"war,action a team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped british soldiers."
7979,The Kite Runner,en,17.436,2007-12-14,7.3,988,"drama after spending years in california, amir returns to his homeland in afghanistan to help his old friend hassan, whose son is in trouble."
180,Minority Report,en,19.856,2002-06-20,7.3,7205,"action,thriller,science fiction,mystery john anderton is a top 'precrime' cop in the late-21st century, when technology can predict crimes before they're committed. but anderton becomes the quarry when another investigator targets him for a murder charge."
508642,Gonjiam: Haunted Asylum,ko,90.59,2018-03-28,7.3,395,"horror,mystery the crew of a horror web series travels to an abandoned asylum for a live broadcast, but they encounter much more than expected as they move deeper inside the nightmarish old building."
1594,A Shot in the Dark,en,10.336,1964-06-23,7.3,394,"comedy,crime,mystery inspector jacques clouseau investigates the murder of mr. benjamin ballon's driver at a country estate.  a shot in the dark is the second and more successful film from the pink panther film series where both animated and real life sequences are mixed. a cult classic from blake edwards based on the play l’idiot by marcel achard and harry kurnitz."
79120,Weekend,en,7.963,2011-09-22,7.3,439,"drama,romance after a drunken house party with his straight mates, russell heads out to a gay club. just before closing time he picks up glen but what's expected to be just a one-night stand becomes something else, something special."
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,ja,10.705,2006-09-01,7.3,203,"animation,action,thriller,crime,science fiction the story takes place in the year 2034, two years after the events in ghost in the shell: s.a.c. 2nd gig. female cyborg major motoko kusanagi has left public security section 9, an elite counter-terrorist and anti-crime unit specializing in cyber-warfare, which has expanded to a team of 20 field operatives with togusa acting as the field lead."
21484,Possession,fr,18.638,1981-05-27,7.3,707,"horror a young woman left her family for an unspecified reason. the husband determines to find out the truth and starts following his wife. at first, he suspects that a man is involved. but gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair."
614696,#Alive,ko,70.161,2020-06-24,7.3,1318,"action,horror,thriller as a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
570661,The Collini Case,de,8.748,2019-04-18,7.3,251,"thriller,drama,crime a young lawyer stumbles upon a vast conspiracy while investigating a brutal murder case."
381288,Split,en,110.628,2016-11-15,7.3,15126,"horror,thriller though kevin has evidenced 23 personalities to his trusted psychiatrist, dr. fletcher, there remains one still submerged who is set to materialize and dominate all the others. compelled to abduct three teenage girls led by the willful, observant casey, kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart."
360365,Tini: The New Life of Violetta,es,24.95,2016-05-04,7.3,332,"comedy,drama,music a teen star ventures out to the italian countryside for a summer and emerges a new artist."
318846,The Big Short,en,30.123,2015-12-11,7.3,7542,"comedy,drama the men who made millions from a global economic meltdown."
10654,Hair,en,8.857,1979-03-14,7.3,511,"comedy,drama,music,romance,war upon receiving his draft notice and leaving his family ranch in oklahoma, claude heads to new york and befriends a tribe of long-haired hippies on his way to boot camp."
58,Pirates of the Caribbean: Dead Man's Chest,en,158.642,2006-07-06,7.3,13664,"adventure,fantasy,action captain jack sparrow works his way out of a blood debt with the ghostly davy jones to avoid eternal damnation."
362045,Bajirao Mastani,hi,11.094,2015-12-18,7.3,216,"war,history,romance peshwa bajirao married to kashibai, falls in love with mastani, a warrior princess in distress. they struggle to make their love triumph amid opposition from his conservative family."
318121,The Fundamentals of Caring,en,15.455,2016-06-16,7.3,1922,"comedy,drama having suffered a tragedy, ben becomes a caregiver to earn money. his first client, trevor, is a hilarious 18-year-old with muscular dystrophy. one paralyzed emotionally, one paralyzed physically, ben and trevor hit the road on a trip into the western states. the folks they collect along the way will help them test their skills for surviving outside their calculated existence. together, they come to understand the importance of hope and the necessity of true friendship."
43641,Superman/Shazam!: The Return of Black Adam,en,55.74,2010-11-16,7.3,567,"animation,action,science fiction,fantasy chosen the world’s protector against the seven deadly enemies of man – pride, envy, greed, hatred, selfishness, laziness and injustice – young billy batson accepts his destiny as captain marvel. battling alongside superman against nefarious black adam, billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?"
24748,Hud,en,9.427,1963-05-28,7.3,216,"western,drama hud bannon is a ruthless young man who tarnishes everything and everyone he touches. hud represents the perfect embodiment of alienated youth, out for kicks with no regard for the consequences. there is bitter conflict between the callous hud and his stern and highly principled father, homer. hud's nephew lon admires hud's cheating ways, though he soon becomes too aware of hud's reckless amorality to bear him anymore. in the world of the takers and the taken, hud is a winner. he's a cheat, but, he explains, ""i always say the law was meant to be interpreted in a lenient manner."""
590,The Hours,en,15.501,2002-12-27,7.3,1371,"drama ""the hours"" is the story of three women searching for more potent, meaningful lives. each is alive at a different time and place, all are linked by their yearnings and their fears. their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition."
255,Stolen Kisses,fr,7.906,1968-09-04,7.3,319,"comedy,drama,romance the third in a series of films featuring françois truffaut's alter-ego, antoine doinel, the story resumes with antoine being discharged from military service. his sweetheart christine's father lands antoine a job as a security guard, which he promptly loses. stumbling into a position assisting a private detective, antoine falls for his employers' seductive wife, fabienne, and finds that he must choose between the older woman and christine."
467909,In the Heights,en,16.982,2021-06-10,7.3,510,"drama,music,romance the story of usnavi, a bodega owner who has mixed feelings about closing his store and retiring to the dominican republic or staying in washington heights."
38528,Horse Fever,it,5.607,1976-10-29,7.3,305,"comedy bruno fioretti, known as ""mandrake"", is an inveterate gambler who never misses a day at the horse racing track in rome. he is doubly unlucky: he bets too much on one horse, and his wife is sleeping with his best friend because mandrake is always at the track. penniless and cuckolded, mandrake decides to make one last bet."
11963,Three Days of the Condor,en,14.21,1975-09-24,7.3,846,"thriller,mystery,adventure a bookish cia researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust."
4543,The Meaning of Life,en,16.247,1983-03-31,7.3,1481,"comedy life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid london insurance company which transforms before our eyes into a pirate ship. then there's the national health doctors who try to claim a healthy liver from a still-living donor. the world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise."
850,A Christmas Story,en,9.717,1983-11-18,7.3,971,"comedy,family the comic mishaps and adventures of a young boy named ralph, trying to convince his parents, teachers, and santa that a red ryder b.b. gun really is the perfect christmas gift for the 1940s."
13382,Rudolph the Red-Nosed Reindeer,en,18.434,1964-12-06,7.3,415,"animation,family,tv movie sam the snowman tells us the story of a young red-nosed reindeer who, after being ousted from the reindeer games because of his glowing nose, teams up with hermey, an elf who wants to be a dentist, and yukon cornelius, the prospector. they run into the abominable snowman and find a whole island of misfit toys. rudoph vows to see if he can get santa to help the toys, and he goes back to the north pole on christmas eve. but santa's sleigh is fogged in. but when santa looks over rudolph, he gets a very bright idea..."
482373,Don't Breathe 2,en,211.991,2021-08-12,7.3,1749,"thriller,horror the blind man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. their quiet life together is shattered when a group of criminals kidnap the girl, forcing the blind man to leave his safe haven to save her."
403450,At War for Love,it,5.636,2016-10-27,7.3,471,"war,drama,comedy,romance it's 1943 and world war ii is raging in europe. in new york, arturo and flora the daughter of a restaurant owner are in love, but she is promised in marriage to the son of a mafia boss. there is a way around this, but to be able to marry flora, arturo needs to get permission from her father, who lives in a village in sicily. arturo doesn't have any money, so the only way he can get to sicily is to enlist in the u.s. army, which is preparing for a landing on the island."
77016,End of Watch,en,18.726,2012-09-20,7.3,2647,"crime,drama,thriller two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop."
40180,Fear Over the City,fr,6.167,1975-04-09,7.3,201,"action,crime,drama,thriller a serial-killer frightens paris by phoning young ladies at night, telling them insults about their lives. minos, as he calls himself, wants to prevent the world from free women and he targets at first these ones. commissaire letellier is given the investigation and he has hard work with the maniac."
38142,5 Centimeters per Second,ja,38.526,2007-03-03,7.3,1524,"animation,drama,romance three moments in takaki's life: his relationship with akari and their forced separation; his friendship with kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city."
15384,Red Cliff Part II,zh,11.255,2009-01-07,7.3,354,"action,drama,history,war the battle of red cliff continues and the alliance between xu and east wu is fracturing.  with cao cao's massive forces on their doorstep, will the kingdoms of xu and east wu survive?"
3109,The Quiet Man,en,8.093,1952-07-21,7.3,384,"romance,comedy,drama an american man returns to the village of his birth in ireland, where he finds love and conflict."
594,The Terminal,en,23.052,2004-06-17,7.3,6518,"comedy,drama viktor navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at kennedy airport, where he's holding a passport that nobody recognizes. while quarantined in the transit lounge until authorities can figure out what to do with him, viktor simply goes on living – and courts romance with a beautiful flight attendant."
350312,Bāhubali 2: The Conclusion,te,41.211,2017-04-27,7.3,538,"action,adventure,fantasy when mahendra, the son of bāhubali, learns about his heritage, he begins to look for answers. his story is juxtaposed with past events that unfolded in the mahishmati kingdom."
14163,Chak De! India,hi,7.35,2007-08-10,7.3,244,"drama a team of rag-tag girls with their own agenda form team india competing for international fame in field hockey. their coach, the ex-men's indian national team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. can he give the girls the motivation required to win, while dealing with the shadows of his own past?"
13008,An American Crime,en,14.956,2007-07-27,7.3,518,"crime,drama the true story of suburban housewife gertrude baniszewski, who kept a teenage girl locked in the basement of her indiana home during the 1960s."
866,Finding Neverland,en,13.633,2004-10-17,7.3,3149,"drama during a writing slump, playwright j.m. barrie meets a widow and her three children—who soon become an important part of barrie’s life and the inspiration that lead him to create his masterpiece. peter pan'."
134,"O Brother, Where Art Thou?",en,15.658,2000-08-30,7.3,3366,"adventure,comedy,crime in the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. on their journey they come across many comical characters and incredible situations. based upon homer's 'odyssey'."
259761,Lights Out,sv,4.448,2013-12-30,7.3,287,"horror a woman prepares for bed, but realizes that something may be lurking in the shadows."
169881,The Physician,en,18.149,2013-12-25,7.3,911,"adventure,drama,history england, 1021. rob cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. his harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote isfahan, in persia, where he meets ibn sina, the greatest healer of his time."
140607,Star Wars: The Force Awakens,en,71.285,2015-12-15,7.3,17181,"adventure,action,science fiction,fantasy thirty years after defeating the galactic empire, han solo and his allies face a new threat from the evil kylo ren and his army of stormtroopers."
33954,Hawks and Sparrows,it,8.89,1966-05-04,7.3,247,"comedy,drama,fantasy a man and his son take an allegorical stroll through life with a talking bird that spouts social and political philosophy."
10669,Deliverance,en,10.5,1972-08-18,7.3,1220,"drama,adventure,thriller intent on seeing the cahulawassee river before it's turned into one huge lake, outdoor fanatic lewis medlock takes his friends on a river-rafting trip they'll never forget into the dangerous american back-country."
718789,Lightyear,en,5255.93,2022-06-15,7.3,987,"animation,science fiction,adventure,action,family legendary space ranger buzz lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion sox."
82690,Wreck-It Ralph,en,107.075,2011-11-24,7.3,10761,"family,animation,comedy,adventure wreck-it ralph is the 9-foot-tall, 643-pound villain of an arcade video game named fix-it felix jr., in which the game's titular hero fixes buildings that ralph destroys. wanting to prove he can be a good guy and not just a villain, ralph escapes his game and lands in hero's duty, a first-person shooter where he helps the game's hero battle against alien invaders. he later enters sugar rush, a kart racing game set on tracks made of candies, cookies and other sweets. there, ralph meets vanellope von schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that ralph may have inadvertently started."
21956,Scooby-Doo! and the Monster of Mexico,en,32.076,2003-09-30,7.3,257,"animation,comedy,family,mystery a friend of fred's, alejo otero, invites the scooby gang to veracruz, mexico. there they find a monster, el chupacabra, terrorizing the town."
9550,House of Flying Daggers,zh,13.271,2004-05-19,7.3,1274,"adventure,drama,action in 9th century china, a corrupt government wages war against a rebel army called the flying daggers. a romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem."
2977,Becoming Jane,en,14.341,2007-03-02,7.3,983,"romance,drama a biographical portrait of a pre-fame jane austen and her romance with a young irishman."
11368,Blood Simple,en,6.874,1984-09-07,7.3,1051,"crime,drama,thriller the owner of a seedy small-town texas bar discovers that one of his employees is having an affair with his wife. a chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
11230,Drunken Master,cn,21.767,1978-10-05,7.3,707,"action,comedy a mischievous young man is sent to hone his martial arts skills with an older, alcoholic kung fu master."
10705,Henry V,en,8.808,1989-10-05,7.3,289,"war,drama,history gritty adaption of william shakespeare's play about the english king's bloody conquest of france."
114150,Pitch Perfect,en,36.335,2012-09-28,7.3,5849,"comedy,music,romance college student beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. thrust in among mean gals, nice gals and just plain weird gals, beca finds that the only thing they have in common is how well they sing together. she takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions."
75629,Evangelion: 3.0 You Can (Not) Redo,ja,23.752,2012-11-17,7.3,590,"animation,science fiction,action,drama fourteen years after third impact, shinji ikari awakens to a world he does not remember. he hasn't aged. much of earth is laid in ruins, nerv has been dismantled, and people who he once protected have turned against him. befriending the enigmatic kaworu nagisa, shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. the characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world."
65229,Tomboy,fr,10.657,2011-04-20,7.3,554,"drama a french family moves to a new neighborhood with during the summer holidays. the story follows a 10-year-old gender non-conforming child, laure, who experiments with their gender presentation, adopting the name mikäel."
36998,The Eighth Day,fr,7.577,1996-05-22,7.3,213,"drama georges has down syndrome, living at a mental-institution, harry is a busy businessman, giving lectures for young aspiring salesmen. he is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. this weekend his children came by train to meet him, but harry, working as always, forgot to pick them up. neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. he almost runs over georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. harry tries to get rid of georges but he won't leave his new friend. eventually a special friendship forms between the two of them, a friendship which makes harry a different person."
13932,Jack-Jack Attack,en,10.6,2005-03-15,7.3,757,"adventure,animation,family the parrs' baby jack-jack is thought to be normal, not having any super-powers like his parents or siblings. but when an outsider is hired to watch him, jack-jack shows his true potential."
360606,Adventures in Babysitting,en,19.863,2016-06-24,7.3,324,"tv movie,comedy,family two teen rival babysitters, jenny and lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision."
228194,The Hundred-Foot Journey,en,12.673,2014-08-06,7.3,1226,"drama,comedy a story centered around an indian family who moves to france and opens a restaurant across the street from a michelin-starred french restaurant."
26842,The Message,en,24.074,1976-03-09,7.3,261,"adventure,drama,action,history handsomely-mounted historical epic concerns the birth of the islamic faith and the story of the prophet mohammed."
13183,Watchmen,en,54.43,2009-03-04,7.3,7732,"action,mystery,science fiction in a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. the reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger."
587792,Palm Springs,en,18.189,2020-07-10,7.3,2241,"comedy,romance,science fiction when carefree nyles and reluctant maid of honor sarah have a chance encounter at a palm springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other."
306745,Freeheld,en,8.821,2015-10-02,7.3,562,"romance,drama new jersey car mechanic stacie andree and her police detective girlfriend laurel hester both battle to secure hester's pension benefits after she was diagnosed with a terminal illness."
261470,Sorry If I Call You Love,es,21.48,2014-06-20,7.3,336,"drama,romance a successful, attractive, intelligent and brilliant advertising executive is longing to finally find emotional stability in his life, and decides to propose to his girlfriend. after she refuses his proposal, his life takes a turn when a new young lady enters his life."
50848,The Names of Love,fr,4.83,2010-11-24,7.3,248,"drama,comedy,romance bahia benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. generally, it works pretty well. until the day she meets arthur martin, a discreet forty-something who doesn't like taking risks. she imagines that with a name like that, he's got to be slightly fascist. but names are deceitful and appearances deceiving."
15080,Only Yesterday,ja,14.718,1991-07-20,7.3,796,"animation,drama,romance it’s 1982, and taeko is 27 years old, unmarried, and has lived her whole life in tokyo. she decides to visit her family in the countryside, where she begins to reconnect to forgotten longings. in lyrical switches between the present and the past, taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self."
11499,Frost/Nixon,en,9.139,2008-10-15,7.3,952,"drama,history for three years after being forced from office, nixon remained silent. but in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the watergate scandal that ended his presidency. nixon surprised everyone in selecting frost as his televised confessor, intending to easily outfox the breezy british showman and secure a place in the hearts and minds of americans. likewise, frost's team harboured doubts about their boss's ability to hold his own. but as the cameras rolled, a charged battle of wits resulted."
560050,Over the Moon,en,64.443,2020-10-16,7.3,1074,"animation,adventure,family,fantasy in this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess."
34653,A Single Man,en,9.616,2009-10-19,7.3,1301,"romance,drama the life of george falconer, a british college professor, is reeling with the recent and sudden loss of his longtime partner. this traumatic event makes george challenge his own will to live as he seeks the console of his close girl friend charley, who is struggling with her own questions about life."
20246,The Stranger,en,8.163,1946-07-02,7.3,448,"crime,drama,mystery,thriller a man working for the war crimes commission suspects that an important nazi official has folded himself into a quaint connecticut town."
