id,title,original_language,popularity,release_date,vote_average,vote_count,tags
38448,Ondine,en,8.038,2009-09-14,6.3,242,"drama,romance an irish fisherman discovers a woman in his fishing net believing her to be a mermaid."
24929,Return of the Living Dead Part II,en,9.884,1988-01-15,6.3,434,"comedy,horror a group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains."
9494,Look Who's Talking,en,13.287,1989-10-12,6.3,1937,"comedy,romance mollie is a single working mother who's out to find the perfect father for her child. her baby, mikey, prefers james, a cab driver turned babysitter who has what it takes to make them both happy. but mollie won't even consider james. it's going to take all the tricks a baby can think of to bring them together before it's too late."
6637,National Treasure: Book of Secrets,en,30.993,2007-12-13,6.3,4339,"action,adventure,mystery,thriller benjamin franklin gates and dr. abigail chase re-team with riley poole and, now armed with a stack of long-lost pages from john wilkes booth's diary, ben must follow a clue left there to prove his ancestor's innocence in the assassination of abraham lincoln."
741067,Welcome to Sudden Death,es,8.634,2020-09-09,6.3,234,"action jesse freeman is a former special forces officer and explosives expert now working a regular job as a security guard in a state-of-the-art basketball arena. trouble erupts when a tech-savvy cadre of terrorists kidnap the team's owner and jesse's daughter during opening night. facing a ticking clock and impossible odds, it's up to jesse to not only save them but also a full house of fans in this highly charged action thriller."
324668,Jason Bourne,en,32.188,2016-07-27,6.3,4964,"action,thriller the most dangerous former operative of the cia is drawn out of hiding to uncover hidden truths about his past."
137116,Smurfs: The Lost Village,en,37.945,2017-03-23,6.3,1212,"family,adventure,animation,comedy in this fully animated, all-new take on the smurfs, a mysterious map sets smurfette and her friends brainy, clumsy and hefty on an exciting race through the forbidden forest leading to the discovery of the biggest secret in smurf history."
49526,Premium Rush,en,19.153,2012-08-24,6.3,1785,"crime,action,thriller in manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city."
10836,Dagon,en,13.191,2001-10-12,6.3,274,"fantasy,horror,thriller a boating accident off the coast of spain sends paul and his girlfriend barbara to the decrepit fishing village of imboca. as night falls, people start to disappear and things not quite human start to appear. paul is pursued by the entire town. running for his life, he uncovers imboca's secret..they worship dagon, a monstrous god of the sea...and dagon's unholy offspring are on the loose..."
4478,Indecent Proposal,en,22.368,1993-04-07,6.3,1135,"romance,drama john gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife."
2309,Inkheart,en,32.879,2008-12-11,6.3,1818,"adventure,family,fantasy the adventures of a father and his young daughter, in their search for a long lost book that will help reunite a missing, close relative."
1689,Little Buddha,en,8.632,1993-12-01,6.3,332,"drama,history after the death of lama dorje, tibetan buddhist monks find three children — one american and two nepalese — who may be the rebirth of their great teacher."
437557,Blockers,en,23.463,2018-03-14,6.3,1707,"comedy when three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal."
354216,The Devil's Candy,en,8.662,2017-03-17,6.3,532,"drama,horror,thriller a struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural texas."
9945,Vampires,en,13.675,1998-10-30,6.3,964,"action,fantasy,horror the church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight."
70436,The Raven,en,30.811,2012-03-09,6.3,1109,"crime,thriller,mystery a fictionalized account of the last days of edgar allan poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories."
13637,Sukiyaki Western Django,ja,7.799,2007-09-15,6.3,263,"adventure,action,comedy,western,thriller several hundred years after the battle of dannoura, the genji and heike clans face off again in a poor mountain town with a buried treasure legend. a revolver-wielding stranger, a lone gunman, burdened with emotional scars and blessed with incredible skill, drifts into town and crosses paths with two warring clans who are both on the hunt for a hidden treasure in a remote western town. knowing his services are valuable to either side, he offers himself to the clan who will offer up the largest share of the wealth.  yoshitsune commands his genji gang in white while kiyomori leads his heike gang in red. expectations collide as the key players wonder which gang the gunman will join. dirty tricks, betrayal, desire and finally, love, get jumbled together, as the situation erupts into a showdown."
8851,The Blob,en,11.209,1958-09-10,6.3,456,"horror,science fiction a drive-in favorite, this sci-fi classic follows teenagers steve and his best girl, jane, as they try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. the first to discover the substance and live to tell about it, steve and jane witness the blob destroying an elderly man, then it growing to a terrifying size. but no one else has seen the goo, and policeman dave refuses to believe the kids without proof."
2171,Wet Hot American Summer,en,9.581,2001-07-27,6.3,650,"comedy the setting is camp firewood, the year 1981. it's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. at the center of the action is camp director beth, who struggles to keep order while she falls in love with the local astrophysics professor. he is busy trying to save the camp from a deadly piece of nasa's skylab which is hurtling toward earth. all that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. the questions will all be resolved, of course, at the big talent show at the end of the day."
405775,The Wall,en,30.22,2017-05-12,6.3,721,"war,thriller,drama an american sniper and his spotter engage in a deadly cat-and-mouse game with an iraqi sniper."
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,en,6.821,1995-05-12,6.3,231,"drama,comedy,romance when an english cartographer arrives in wales to tell the residents of the welsh village of ffynnon garw  that their 'mountain' is only a hill, the offended community sets out to remedy the situation."
60599,Arbitrage,en,7.877,2012-09-14,6.3,688,"drama,thriller a troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help."
15037,Can't Hardly Wait,en,10.138,1998-06-12,6.3,422,"comedy,romance it's graduation day at huntington hills high, and you know what that means - time to party. and not just any party, either. this one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance."
2267,The Last Mimzy,en,11.972,2007-02-09,6.3,388,"drama,science fiction,adventure two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine."
627290,Antebellum,en,49.279,2020-09-02,6.3,713,horror successful author veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.
525554,The Bouncer,fr,13.14,2018-08-22,6.3,269,"action,drama,thriller a tough nightclub bouncer struggling to raise his 8-year-old daughter is forced to go undercover after an unfortunate event."
478860,Proxima,fr,12.657,2019-11-27,6.3,284,"drama sarah is a french astronaut training at the european space agency in cologne. she is the only woman in the arduous program. she lives alone with stella, her seven year old daughter. sarah feels guilty that she cannot spend more time with her child. her love is overpowering, unsettling. when sarah is chosen to join the crew of a year-long space mission called proxima, it creates chaos in the mother-daughter relationship."
298312,The Visit,en,28.428,2015-09-10,6.3,3925,"horror,thriller,mystery a brother and sister are sent to their grandparents' remote pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing."
24920,City of the Living Dead,it,14.162,1980-08-11,6.3,277,"horror a psychic participates in a séance where she sees a vision of a dunwich priest hanging himself in a church cemetery, causing her to die of fright. new york city reporter peter bell investigates the séance and learns that the priest's suicide has somehow opened a portal to hell and must be sealed by all saints day, or else the dead will overtake humanity."
16577,Astro Boy,en,50.586,2009-10-15,6.3,1264,"animation,action,family,science fiction set in the futuristic metro city, astro boy (atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. unable to fulfill his creator's expectations, astro embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before returning to save metro city and reconcile with the father who rejected him."
4824,The Jackal,en,19.235,1997-11-14,6.3,1512,"action,thriller,adventure,crime hired by a powerful member of the russian mafia to avenge an fbi sting that left his brother dead, a psychopathic hitman known only as the jackal proves an elusive target for the people charged with the task of bringing him down: a deputy fbi director, a russian mvk major,  and a jailed ira terrorist who can recognize him."
760868,Black Crab,sv,188.226,2022-03-18,6.3,529,"action,thriller to end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo."
157845,The Rover,en,27.458,2014-06-04,6.3,769,"crime,drama 10 years after a global economic collapse, a hardened loner pursues the men who stole his car through the lawless wasteland of the australian outback, aided by the brother of one of the thieves."
11358,Walking Tall,en,20.147,2004-04-02,6.3,1214,"adventure,drama,action,thriller a former u.s. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house."
10168,The Freshman,en,8.35,1990-07-20,6.3,220,"comedy,crime after a film student gets his belongings stolen, he meets a mobster bearing a startling resemblance to a certain cinematic godfather. soon, he finds himself caught up in a caper involving endangered species and fine dining."
1845,2 Days in Paris,en,7.306,2007-02-09,6.3,299,"comedy,romance marion and jack try to rekindle their relationship with a visit to paris, home of marion's parents — and several of her ex-boyfriends."
654905,The Beast,it,8.682,2020-11-27,6.3,233,"crime to rescue his daughter, an unstable special forces veteran unleashes his inner beast as he pursues her kidnappers — and soon becomes a suspect himself."
446101,Assassination Nation,en,15.951,2018-09-21,6.3,680,"thriller,horror,comedy high school senior lily and her friends, bex, em and sarah live in a haze of texts, posts, selfies and chats just like the rest of the world. so, when an anonymous hacker starts posting details from the private lives of everyone in their small town, the result is absolute madness leaving lily and her friends questioning whether they'll live through the night."
12611,The Fury,en,10.263,1978-03-10,6.3,260,"horror,science fiction,thriller a government agent is determined to come to his son's rescue, when a sinister official kidnaps him to harness his extremely powerful psychic abilities."
518452,Like Father,en,8.635,2018-08-03,6.3,567,"comedy,drama when a workaholic young executive, is left at the altar, she ends up on her caribbean honeymoon cruise with the last person she ever expected: her estranged and equally workaholic father. the two depart as strangers, but over the course of a few hilarious adventures, a couple of umbrella-clad cocktails and a whole lot of soul-searching, they return with a renewed appreciation for family and life."
420648,The Bar,es,10.342,2017-02-15,6.3,1124,"horror,thriller,comedy in downtown madrid, a series of mysterious gunshots trap a motley assortment of people in a decrepit bar."
419499,Che vuoi che sia,it,5.225,2016-11-09,6.3,258,comedy a young man challenges the web to offer money for a sex tape of him and his girlfriend to finance his work and finally be able to afford having a child. is it really wrong to sell our own intimacy in order to be able to afford making our dreams come true?
399248,Beirut,en,13.12,2018-04-11,6.3,439,"action,thriller,drama in 1980s beirut, mason skiles is a former u.s. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. meanwhile, a cia field agent who is working under cover at the american embassy is tasked with keeping mason alive and ensuring that the mission is a success."
173185,It Boy,fr,43.563,2013-03-06,6.3,1027,"comedy alice lantins is 38, ambitious and so committed to her work that she neglects her personal life.  in short, she is the ideal candidate for the next editor of the magazine rebelle, or would be were it not for the fact that she appears to be stuck in a rut.  when balthazar, a charming 20-year-old, crosses her path, her colleagues begin to see her in a whole new light..."
145135,Dark Skies,en,25.145,2013-02-21,6.3,1504,"science fiction,thriller,horror from the producers of paranormal activity, insidious, and sinister comes dark skies: a supernatural thriller that follows a young family living in the suburbs. as husband and wife daniel and lacey barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. when it becomes clear that the barret family is being targeted by an unimaginably terrifying and deadly force, daniel and lacey take matters in their own hands to solve the mystery of what is after their family."
8999,Derailed,en,10.69,2005-11-11,6.3,824,"drama,thriller when two married business executives having an affair are blackmailed by a violent criminal, they are forced to turn the tables on him to save their families."
455,Bend It Like Beckham,en,10.643,2002-04-11,6.3,1599,"comedy,drama,romance jess bhamra, the daughter of a strict indian couple in london, is not permitted to play organized soccer, even though she is 18. when jess is playing for fun one day, her impressive skills are seen by jules paxton, who then convinces jess to play for her semi-pro team. jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, joe."
750253,My Son,en,17.808,2021-09-23,6.3,274,"thriller,mystery,drama,crime when a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. to play a man whose life is clouded by mystery, mcavoy will not be given a script of dialogue."
11495,Firestarter,en,15.086,1984-05-11,6.3,529,"horror,thriller,science fiction as youths, andy mcgee and his future wife, vicky, participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. years later, the couple's daughter, charlie, begins to exhibit the ability of setting fires solely with her mind. this volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""the shop."""
4520,Sleuth,en,7.63,2007-10-12,6.3,428,"drama,thriller,mystery on his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart."
399361,Triple Frontier,en,27.534,2019-03-06,6.3,2607,"action,thriller,crime,adventure struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a south american drug lord."
72710,The Host,en,25.798,2013-03-22,6.3,3584,"action,adventure,romance,science fiction,thriller a parasitic alien soul is injected into the body of melanie stryder. instead of carrying out her race's mission of taking over the earth, ""wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans."
18736,The Lizzie McGuire Movie,en,16.47,2003-05-02,6.3,1097,"family,comedy lizzie mcguire has graduated from middle school and takes a trip to rome, italy with her class. and what was supposed to be only a normal trip, becomes a teenager's dream come true."
13523,Sex Drive,en,21.392,2008-10-16,6.3,1060,"comedy,adventure,romance a high school senior drives cross-country with his best friends to hook up with a babe he met online."
12201,Edge of Darkness,en,13.903,2010-01-28,6.3,1227,"crime,drama,mystery,thriller as a seasoned homicide detective, thomas craven has seen the bleakest side of humanity. but nothing prepares him for the toughest investigation of his life: the search for his only daughter emma's killer. now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and emma's own mysterious life."
11671,Elegy,en,7.148,2008-08-08,6.3,211,"drama,romance cultural critic david kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by consuela castillo, a well-mannered student who awakens a sense of sexual possessiveness in her teacher."
8966,Twilight,en,143.701,2008-11-20,6.3,11657,"fantasy,drama,romance when bella swan moves to a small town in the pacific northwest, she falls in love with edward cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. despite edward's repeated cautions, bella can't stay away from him, a fatal move that endangers her own life."
5289,Chaos,en,13.857,2005-01-17,6.3,816,"drama,action,crime in seattle, detective quentin conners is unfairly suspended and his partner jason york leaves the police force after a tragic shooting on pearl street bridge, when the hostage and the criminal die. during a bank heist with a hostage situation, conners is assigned in charge of the operation with the rookie shane dekker as his partner. the thieves, lead by lorenz, apparently do not steal a penny from the bank. while chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the chaos theory. further, they find that lorenz is killing his accomplices."
186992,Stranger by the Lake,fr,12.133,2013-06-12,6.3,336,"drama,thriller franck, a fit gay man, seeks love at a lakeside gay cruising beach. among the mostly pudgy nude sunbathers, he befriends henri, a depressed middle-aged bi-sexual who enjoys the quiet but accepts franck's company. when michel appears, franck finally spots a man he'd like to know sexually. unfortunately, he also spots him drowning his gay lover but opts not to tell anyone in order to consider having a relationship with this handsome yet remorseless killer."
52520,Underworld: Awakening,en,71.01,2012-01-19,6.3,3528,"fantasy,action,horror having escaped years of imprisonment, vampire warrioress selene finds herself in a changed world where humans have discovered the existence of both vampire and lycan clans and are conducting an all-out war to eradicate both immortal species. now selene must battle the humans and a frightening new breed of super lycans to ensure the death dealers' survival."
44706,The Bet,fr,4.76,1997-10-15,6.3,376,"comedy two rival ""brothers-in-law"" make a bet that they can stop smoking for 2 weeks. but, it's just not that easy..."
41630,No Strings Attached,en,92.539,2011-01-21,6.3,4064,"comedy,romance emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend adam a relationship with one rule: no strings attached. but when a fling becomes a thing, can sex friends stay best friends?"
149509,Horns,en,18.291,2013-09-06,6.3,1996,"drama,fantasy,thriller in the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples."
11465,Great Balls of Fire!,en,8.871,1989-06-30,6.3,251,"drama,history,music the story of jerry lee lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. his arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public."
8007,Behind Enemy Lines,en,19.296,2001-11-30,6.3,1173,"action,drama,thriller,war while flying a routine reconnaissance mission over bosnia, fighter pilot chris burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless serbian general. with time running out and a deadly tracker on his trail, burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life."
753453,V/H/S/94,en,22.642,2021-09-26,6.3,248,horror a mysterious vhs tape leads a police s.w.a.t. team to the discovery of a sinister cult whose collection of pre-recorded material reveals a nightmarish conspiracy.
451500,Christmas & Co.,fr,7.033,2017-12-06,6.3,497,"comedy christmas is on its way and with it disaster. the 92,000 responsible for manufacturing children's toys all become sick at the same time! it's a tough moment for santa, better known as father christmas. he's left no choice: he must make an emergency trip to earth with his reindeer to search for a remedy. when he arrives, he must find some allies to save the magic of christmas."
288036,Sleeping with Other People,en,14.454,2015-06-26,6.3,754,"comedy can two serial cheaters get a second chance at love? after a one-night stand in college, new yorkers lainey and jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done."
199373,The Frozen Ground,en,13.128,2013-07-11,6.3,1234,"thriller,crime an alaska state trooper partners with a young woman who escaped the clutches of serial killer robert hansen to bring the murderer to justice. based on actual events."
17281,Gigi,en,6.884,1958-04-15,6.3,245,"comedy,romance a home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in paris offers them all to gigi. but she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy."
13225,FernGully: The Last Rainforest,en,12.643,1992-04-10,6.3,456,"family,fantasy,animation,adventure when a sprite named crysta shrinks a human boy, zak, down to her size, he vows to help the magical fairy folk stop a greedy logging company from destroying their home: the pristine rainforest known as ferngully. zak and his new friends fight to defend ferngully from lumberjacks — and the vengeful spirit they accidentally unleash after chopping down a magic tree."
10428,Hackers,en,16.133,1995-09-14,6.3,989,"action,crime,thriller,drama along with his new friends, a teenager who was arrested by the us secret service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the secret service and the evil computer genius behind the virus."
4614,The Sum of All Fears,en,18.384,2002-05-31,6.3,1365,"thriller,action,drama when the president of russia suddenly dies, a man whose politics are virtually unknown succeeds him. the change in political leaders sparks paranoia among american cia officials, so cia director bill cabot recruits a young analyst to supply insight and advice on the situation. then the unthinkable happens: a nuclear bomb explodes in a u.s. city, and america is quick to blame the russians."
549294,Synchronic,en,11.564,2020-10-23,6.3,489,"science fiction,drama,thriller,horror two new orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects."
83186,Wrong,en,5.751,2012-09-05,6.3,263,"comedy,mystery dolph springer wakes up one morning to realize he has lost the love of his life, his dog, paul. during his quest to get paul (and his life) back, dolph radically changes the lives of others -- risking his sanity all the while."
79643,Anche se è amore non si vede,it,4.85,2011-11-23,6.3,314,"comedy salvo and valentino are two sicilian friends who have moved to turin, and now run a small business together. they drive foreign tourists around in a double-decker bus, and salvo always tries to approach the pretty girls."
44268,Superfantozzi,it,4.826,1986-12-23,6.3,253,"comedy superfantozzi (1986) is an italian film from 1986. it is the fifth film in the saga of the unlucky clerk ugo fantozzi, played by its creator, paolo villaggio. in this film, fantozzi is portrayed in a surreal historical journey, from genesis to 1980s."
10447,No Escape,en,9.554,1994-04-29,6.3,314,"action,drama,science fiction,thriller in the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: absolom, a secret jungle island where prisoners are abandoned and left to die. but marine captain john robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name."
384371,Roommates Wanted,fr,3.943,2016-04-20,6.3,324,"comedy when recently widowed, it is difficult to get used to a new life ... this is the case for hubert jacquin, who spends most of his time in his huge apartment, depressed, in front of his tv. one day, after a misunderstanding, his life will change. manuela, a young and bubbly adventurer in search of a dwelling calls his home! at first reluctant, hubert will quickly get used to the presence of this energy storm, who even manages to convince him to allow two other people to stay. there are many surprises in store for hubert ..."
280092,Insidious: Chapter 3,en,59.423,2015-05-28,6.3,2788,"horror,drama,thriller a twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'the further'."
25983,The House of the Devil,en,8.265,2009-10-30,6.3,553,"horror,mystery in the 1980s, college student samantha hughes takes a strange babysitting job that coincides with a full lunar eclipse. she slowly realizes her clients harbor a terrifying secret."
7220,The Punisher,en,48.349,2004-04-15,6.3,2275,"action,crime,drama when undercover fbi agent frank castle's wife and son are slaughtered, he becomes 'the punisher' -- a ruthless vigilante willing to go to any length to avenge his family."
439998,Omicidio all'italiana,it,5.419,2017-03-02,6.3,377,"comedy to save his small town from being left by the last inhabitants, the mayor organizes a false case of murder to attract media attention. his plan initially succeeds, but soon the situation will go out of control."
296099,Vacation,en,63.014,2015-07-28,6.3,3167,"comedy hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up rusty griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in america, walley world. needless to say, things don't go quite as planned."
11891,Kung Pow: Enter the Fist,en,15.258,2002-01-25,6.3,488,"comedy,action a movie within a movie, created to spoof the martial arts genre. writer/director steve oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.  as the main character, the chosen one, oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend master pain. along the way he encounters some strange characters."
9515,The Matador,en,6.897,2005-05-12,6.3,355,"action,comedy,crime,drama,thriller the life of danny wright, a salesman forever on the road, veers into dangerous and surreal territory when he wanders into a mexican bar and meets a mysterious stranger, julian, who's very likely a hit man. their meeting sets off a chain of events that will change their lives forever, as wright is suddenly thrust into a far-from-mundane existence that he takes to surprisingly well … once he gets acclimated to it."
7737,Resident Evil: Extinction,en,18.512,2007-09-20,6.3,3425,"horror,action,science fiction years after the racoon city catastrophe, survivors travel across the nevada desert, hoping to make it to alaska. alice joins the caravan and their fight against hordes of zombies and the evil umbrella corp."
2019,Hard Target,en,26.559,1993-08-20,6.3,868,"action when a woman's father goes missing, she enlists a local to aid in her search.  the pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation."
87440,Struck by Lightning,en,8.201,2012-04-20,6.3,206,"comedy,drama after being struck and killed by lightning, a young man recounts the way he blackmailed his fellow classmates into contributing to his literary magazine."
87421,Riddick,en,62.937,2013-09-02,6.3,3478,"science fiction,action,thriller betrayed by his own kind and left for dead on a desolate planet, riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. soon bounty hunters from throughout the galaxy descend on riddick only to find themselves pawns in his greater scheme for revenge. with his enemies right where he wants them, riddick unleashes a vicious attack of vengeance before returning to his home planet of furya to save it from destruction."
14976,Rachel Getting Married,en,8.009,2008-10-03,6.3,461,drama a young woman who has been in and out from rehab for the past 10 years returns home for the weekend for her sister's wedding.
3040,Night Watch,ru,10.982,2004-06-27,6.3,581,"fantasy,action,thriller among normal humans live the ""others"" possessing various supernatural powers. they are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. ever since, the forces of light govern the day while the night belongs to their dark opponents. in modern day moscow the dark others actually roam the night as vampires while a ""night watch"" of light forces, among them anton, the movie's protagonist, try to control them and limit their outrage"
1428,Once Upon a Time in Mexico,en,24.234,2003-09-11,6.3,1772,"action,drama,mystery hitman ""el mariachi"" becomes involved in international espionage involving a psychotic cia agent and a corrupt mexican general."
290595,The Huntsman: Winter's War,en,72.208,2016-04-06,6.3,4270,"action,adventure,drama as two evil sisters prepare to conquer the land, two renegades—eric the huntsman, who aided snow white in defeating ravenna in snowwhite and the huntsman, and his forbidden lover, sara—set out to stop them."
44754,Margaret,en,6.327,2011-09-30,6.3,232,"drama a young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives."
24124,The Burning,en,10.464,1981-05-08,6.3,288,"horror a caretaker at a summer camp is burned when a prank goes tragically wrong. after several years of intensive treatment at hospital, he is released back into society, albeit missing some social skills. what follows is a bloody killing spree with the caretaker making his way back to his old stomping ground to confront one of the youths that accidently burned him."
15997,The Land Before Time: The Great Valley Adventure,en,18.301,1994-12-12,6.3,467,"animation,adventure,family after his tribe of herbivorous dinosaurs moves to the carnivore-free peaceful valley, young littlefoot and his friends chase after a pair of dangerous dinosaurs stealing an egg from the village. while running, they accidentally cause a landslide that opens up their home to outsiders. when the egg they bring back and hatch reveals not one of their own, but a carnivorous tyrannosaurus, the youngsters decide to secretly raise it."
326215,Ooops! Noah Is Gone...,en,20.922,2015-03-26,6.3,256,"animation,adventure,comedy,family it's the end of the world. a flood is coming. luckily for dave and his son finny, a couple of clumsy nestrians, an ark has been built to save all animals. but as it turns out, nestrians aren't allowed. sneaking on board with the involuntary help of hazel and her daughter leah, two grymps, they think they're safe. until the curious kids fall off the ark. now finny and leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while dave and hazel must put aside their differences, turn the ark around and save their kids. it's definitely not going to be smooth sailing."
43200,Basilicata coast to coast,it,5.315,2010-04-09,6.3,338,"comedy,drama a music group and a journalist cross the region of basilicata by foot to attend a music festival."
2116,Out of Time,en,9.145,2003-10-03,6.3,921,"thriller,crime,drama matt lee whitlock, respected chief of police in small banyan key, florida, must solve a vicious double homicide before he himself falls under suspicion. matt lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth."
643532,The Card Counter,en,17.105,2021-09-03,6.3,582,"drama,crime,thriller william tell just wants to play cards. his spartan existence on the casino trail is shattered when he is approached by cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. tell sees a chance at redemption through his relationship with cirk. but keeping cirk on the straight-and-narrow proves impossible, dragging tell back into the darkness of his past."
606876,Rifkin's Festival,en,9.967,2020-10-01,6.3,325,"romance,comedy the story of a married american couple who go to the san sebastian film festival. they get caught up in the magic of the festival, the beauty and charm of spain and the fantasy of movies. she has an affair with a brilliant french movie director, and he falls in love with a beautiful spanish woman who lives there."
582570,Sextuplets,en,24.305,2019-08-16,6.3,729,"comedy father-to-be alan is shocked to learn that he was born a sextuplet. with his newfound brother russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings."
245706,True Story,en,14.249,2015-04-17,6.3,1689,"crime,drama,history a drama centered around the relationship between journalist michael finkel and christian longo, an fbi most wanted list murderer who for years lived outside the u.s. under finkel's name."
63710,Honey 2,en,18.184,2011-06-23,6.3,355,"music,comedy,drama after a brush with the law, maria has returned to her gritty bronx roots to rebuild her life with nothing but a talent for street dance and a burning ambition to prove herself."
10028,Honey,en,14.42,2003-11-24,6.3,1008,"music,drama,romance honey daniels dreams of making a name for herself as a hip-hop choreographer. when she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in harlem, n.y., as a way to keep kids off the streets. honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. but, when he starts demanding sexual favors from her, honey makes a decision that will change her life."
477489,Just a Breath Away,fr,13.394,2018-04-04,6.3,654,"drama,science fiction,thriller when a deadly mist engulfs paris, people find refuge in the upper floors of the buildings. with no information, no electricity and hardly any supplies, mathieu, anna and their daughter sarah try to survive the disaster."
102780,Byzantium,en,9.657,2012-09-09,6.3,687,"drama,fantasy,thriller two mysterious women seek refuge in a run-down coastal resort. clara meets lonely noel, who provides shelter in his deserted guesthouse, byzantium. schoolgirl eleanor befriends frank and tells him their lethal secret—they were born 200 years ago and survive on human blood. as knowledge of their secret spreads, their past catches up on them with deathly consequences."
19901,Daybreakers,en,17.375,2009-10-01,6.3,1612,"action,fantasy,science fiction in the year 2019, a plague has transformed almost every human into a vampire. faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind."
13394,Shrek the Halls,en,22.649,2007-11-28,6.3,658,"adventure,animation,comedy,fantasy,family the christmas tree isn't the only thing green in this new holiday classic. shrek is back and trying to get into the spirit of the season. after promising fiona and the kids a christmas they'll remember, he is forced to take a crash course in the holiday. but just when he thinks he has everything for their quiet family christmas just right, there is a knock at the door."
